Opponent,W/L,Method,Competition,Weight,Stage,Year
Charles Negromonte,W,Pts: 2x0,World Pro,85KG,1/8F,2016
Rodrigo Reis,W,Botinha,World Pro,85KG,1/4F,2016
Wesley Archete,W,Kneebar,Brasileiro,88KG,1/8F,2016
Pedro Dias,W,Triangle,Brasileiro,88KG,1/4F,2016
William Martins,W,Pts: 2x0,Brasileiro,88KG,SF,2016
Patrick Gaudio,W,Points,Brasileiro,88KG,F,2016
Matheus Costa,W,Armbar,Brasileiro,ABS,RD,2016
Fernando Gomes,W,Botinha,Brasileiro,ABS,1/8F,2016
Diego Ramalho,W,Wristlock,Brasileiro,ABS,1/4F,2016
Giacomo Zanini,W,Triangle armbar,World Champ.,88KG,1/8F,2016
B. Cuppari,W,Botinha,Sao Paulo Open,94KG,SF,2016
Eduardo Inojosa,W,Pts: 2x0,Sao Paulo Open,94KG,F,2016
