Opponent,W/L,Method,Competition,Weight,Stage,Year
Chris Weidman,W,Pts: 4x0,ADCC,88KG,1/4F,2009
David Avellan,W,Pts: 2x0,ADCC,88KG,SF,2009
Tom Bass,W,Points,ADCC,ABS,R1,2009
Diego Gamonal,W,Choke,Pan American,88KG,SF,2011
Eduardo Santoro,W,Pts: 2x0,Pan American,88KG,F,2011
Antonio Carlos,W,Points,World Pro.,ABS,1/4F,2011
Alexandre Ceconi,W,Pts: 16x0,F4F Nogi,ABS,NA,2011
C. Ferreira,W,Pts: 3x0,F4F Gi,ABS,NA,2011
Nol. Dutcher,W,Armbar,Ultimate Abs.,ABS,R1,2011
Braga Neto,W,Pts: 2x0,Ultimate Abs.,ABS,1/4F,2011
Vinny Magalhaes,W,Pts: 4x0,Ultimate Abs.,ABS,SF,2011
Rust. Chsiev,W,Referee Decision,Ultimate Abs.,ABS,F,2011
Clark Gracie,W,Referee Decision,WJJPC Trials,82KG,SF,2011
Claudio Calasans,W,Adv,WJJPC Trials,82KG,F,2011
Marcus Almeida,W,Submission,WJJPC Trials,ABS,SF,2011
Don Ortega,W,Points,ADCC,88KG,R1,2011
Gunnar Nelson,W,Pts: 3x0,ADCC,88KG,1/4F,2011
Pablo Popovitch,W,Pts: 2x0,ADCC,88KG,SF,2011
Rousimar Palhares,W,Pts: 9x4,ADCC,88KG,F,2011
Shinzo Ansai,W,RNC,ADCC,ABS,R1,2011
Sergio Moraes,W,Pts: 6x0,ADCC,ABS,1/4F,2011
Murilo Santana,W,Pts: 0x0, Pen,ADCC,ABS,SF,2011
Pablo Popovitch,W,Toe Hold,ADCC,ABS,F,2011
Clark Gracie,W,Pts: 3x0,SD World Trials,83KG,F,2012
Elliot Kelly,W,Bow and arrow,SD World Trials,ABS,1/4F,2012
James Puopolo,W,Clock choke,SD World Trials,ABS,SF,2012
Felipe Mota Dias,W,Submission,World Pro.,88KG,R1,2012
Janne Autio,W,Submission,World Pro.,88KG,1/4F,2012
Leo Maciel,W,Pts: 2x0,World Pro.,88KG,SF,2012
Vitor Toledo,W,Choke from back,World Pro.,88KG,F,2012
Alexandre Ribeiro,W,Pts: 2x0,World Pro.,ABS,SF,2012
Ryron Gracie,D,---,Metamoris,ABS,SPF,2012
Diego Herzog,W,Pts: 7x0,IBJJF Pro League,94KG,1/4F,2012
Rafael Barbosa,W,Choke from back,IBJJF Pro League,94KG,SF,2012
James Harbison,W,Pts: 13x0,Houston Open,88KG,SF,2012
Diego Gamonal,W,Choke,Houston Open,88KG,F,2012
Rafael Lovato,W,Referee Decision,Metamoris 2,ABS,SPF,2013
Max Freitas,W,Armbar,Pan American,ABS,R1,2013
Tanner Rice,W,Bow and arrow,Pan American,ABS,R2,2013
Orlando Sanchez,W,Referee Decision,Pan American,ABS,1/4F,2013
Nivaldo Oliveira,W,Pts: 2x0,Pan American,ABS,SF,2013
Jurandir Conceicao,W,Armbar,Pan American,88KG,R1,2013
Renato Cardoso,W,Choke from back,Pan American,88KG,R2,2013
Tarsis Humphreys,W,Kimura,Pan American,88KG,R1,2013
Romulo Barral,W,Verbal tap,World Pro,88KG,F,2013
Nic Ruben,W,Wristlock,World Champ.,ABS,RDS,2013
Abraham Marte,W,Kneebar,World Champ.,ABS,RDS,2013
Dimitrius Souza,W,Choke from back,World Champ.,88KG,1/4F,2013
Braulio Estima,W,RNC,ADCC,ABS,SPF,2013
Jurandir Conceicao,W,Pts: 14x0,Pan American,ABS,R2,2014
DJ Jackson,W,Points,Pan American,ABS,R3,2014
Murilo Santana,W,Points,Pan American,ABS,1/4F,2014
Felipe Pena,W,Pts: 4x2,Pan American,ABS,SF,2014
Leandro Lo,W,Adv,Pan American,ABS,F,2014
Gabriel Lucas,W,Inverted armbar,Pan American,O100KG,1/4F,2014
Abraham Marte,W,Choke from back,Pan American,O100KG,SF,2014
Alexander Trans,W,Adv,Pan American,O100KG,F,2014
Vinicius Marinho,W,Pts: 2x0,World Pro.,ABS,R1,2014
Abraham Marte,W,wristlock,World Pro.,ABS,R2,2014
Otavio Sousa,W,Pts: 2x0,World Pro.,ABS,1/4F,2014
Keenan Cornelius,W,Referee Decision,World Pro.,ABS,3PLC,2014
Diego Gamonal,W,Pts: 0x0, Pen,World Pro.,88KG,R1,2014
Rodrigo Fajardo,W,Pts: 9x0,World Pro.,88KG,1/4F,2014
Renato Cardoso,W,Pts: 0x0, Adv,World Pro.,88KG,SF,2014
Romulo Barral,W,Pts: 2x0,World Pro.,88KG,F,2014
Luiz Panza,W,Choke from back,World Champ.,94KG,1/4F,2014
Rafael Lovato,W,Pts: 5x0,World Champ.,94KG,SF,2014
Chael Sonnen,W,RNC,Metamoris 4,ABS,SPF,2014
Gabriel Rosberg,W,Choke from back,European,ABS,R2,2015
Thomas Johannesson,W,Armbar,European,ABS,R3,2015
Erberth Santos,W,North south choke,European,ABS,1/4F,2015
Tarcisio Jardim,W,Armbar,European,ABS,SF,2015
Igor Silva,W,Injury,European,ABS,F,2015
Samuel Monin,W,Armbar,European,88KG,R2,2015
Martin Aedma,W,Choke,European,88KG,1/4F,2015
Rodrigo Fajardo,W,Choke,European,88KG,SF,2015
Renato Cardoso,W,Pts: 4x0,European,88KG,F,2015
Roberto Abreu,W,Pts: 6x0,ADCC,ABS,SPF,2015
Romulo Barral,W,Pts: 1x0,Berkut 2,ABS,SPF,2015
Kitner Moura,W,baseball choke,Pan American,O100KG,1/4F,2016
Aaron Johnson,W,Choke,Pan American,ABS,R2,2016
Alexandro Ceconi,W,Choke from back,Pan American,ABS,1/8F,2016
Leo Nogueira,W,Pts: 4x0,Pan American,ABS,1/4F,2016
Patrick Gaudio,W,Pts: 0x0, Adv,World Pro,ABS,R1,2016
Davi Ramos,W,Pts: 0x0, Adv,World Pro,ABS,R2,2016
Tiago Pessoa,W,Pts: 2x0,World Pro,94KG,1/8F,2016
Jackson Sousa,W,Wristlock,World Pro,94KG,1/4F,2016
Bruno Bastos,W,Choke from back,FTW Pro 5,ABS,SPF,2016
Felipe Mota,W,Choke from back,World Champ.,94KG,R1,2016
Lucas Rocha,W,Pts: 2x2, Pen,World Champ.,94KG,1/4F,2016
Cassio Francis,W,Pts: 4x4, Adv,World Champ.,94KG,SF,2016
Jackson Sousa,W,Referee Decision,World Champ.,94KG,F,2016
